country,year,iso_code,population,gdp,cement_co2,co2,co2_including_luc,coal_co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_luc_co2,cumulative_oil_co2,land_use_change_co2,oil_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,output_co2_production
Bangladesh,1973,BGD,71144816,57327091712,0.014,4.55,41.006,0.462,0.153,60.808,1472.364,15.497,3965.73,38.383,36.457,2.931,0.004,0.027,0.19,0.008,0.003,0.013,0.15,0.005,0.777,0.032,0.82,0.036,0.545,0.002,0.001,0.004,0,60808060
Bangladesh,1974,BGD,72947808,65037824000,0.04,4.653,37.373,0.411,0.193,65.461,1509.737,15.908,3998.45,41.203,32.72,2.82,0.012,0.027,0.175,0.007,0.003,0.013,0.151,0.005,0.777,0.032,0.757,0.035,0.541,0.002,0.001,0.004,0,65461144
Bangladesh,1975,BGD,74700344,64196587520,0.075,4.857,34.279,0.473,0.268,70.318,1544.015,16.38,4027.872,44.548,29.422,3.345,0.022,0.028,0.16,0.008,0.005,0.014,0.151,0.005,0.776,0.032,0.673,0.042,0.538,0.002,0.001,0.004,0,70317864
Bangladesh,1976,BGD,76380080,67082022912,0.067,5.556,30.727,0.447,0.336,75.874,1574.743,16.828,4053.043,48.178,25.172,3.63,0.019,0.031,0.138,0.007,0.005,0.014,0.151,0.005,0.775,0.033,0.585,0.042,0.533,0.002,0.001,0.004,0,75873660
Bangladesh,1977,BGD,78137792,67704295424,0.131,5.785,31.763,0.502,0.467,81.658,1606.505,17.329,4079.021,51.75,25.978,3.572,0.035,0.031,0.139,0.008,0.007,0.015,0.151,0.005,0.773,0.033,0.589,0.04,0.529,0.002,0.001,0.004,0,81658420
Bangladesh,1978,BGD,80007552,72709603328,0.14,5.984,29.251,0.421,0.607,87.643,1635.756,17.751,4102.288,55.498,23.266,3.748,0.036,0.031,0.126,0.006,0.009,0.016,0.15,0.005,0.771,0.034,0.551,0.041,0.526,0.002,0.001,0.004,0,87642840
Bangladesh,1979,BGD,81908160,76312879104,0.131,6.613,28.67,0.359,0.738,94.255,1664.426,18.11,4124.345,59.705,22.057,4.206,0.033,0.034,0.121,0.005,0.01,0.016,0.149,0.005,0.77,0.034,0.543,0.045,0.523,0.002,0.001,0.004,0,94255490
Bangladesh,1980,BGD,83929768,76945170432,0.134,7.597,29.032,0.447,0.872,101.853,1693.458,18.557,4145.779,64.506,21.434,4.801,0.033,0.039,0.123,0.006,0.011,0.017,0.149,0.005,0.768,0.035,0.525,0.054,0.517,0.002,0.001,0.004,0,101852700
Bangladesh,1981,BGD,86154832,79474311168,0.133,7.886,28.734,0.465,1.005,109.739,1722.192,19.022,4166.627,69.353,20.848,4.847,0.033,0.041,0.123,0.007,0.012,0.018,0.148,0.005,0.766,0.036,0.475,0.057,0.513,0.002,0.001,0.004,0,109738850
Bangladesh,1982,BGD,88555344,80492429312,0.121,8.552,27.055,0.568,1.126,118.291,1749.247,19.59,4185.131,74.052,18.503,4.699,0.03,0.045,0.116,0.008,0.013,0.018,0.148,0.005,0.763,0.037,0.42,0.056,0.509,0.002,0.001,0.004,0,118291140
Bangladesh,1983,BGD,91045480,84456194048,0.113,8.188,30.722,0.304,1.239,126.479,1779.969,19.894,4207.665,78.302,22.534,4.25,0.028,0.043,0.129,0.004,0.014,0.019,0.147,0.005,0.76,0.038,0.469,0.051,0.505,0.002,0.001,0.004,0,126479416
Bangladesh,1984,BGD,93534248,89004498944,0.097,9.077,32.857,0.117,1.336,135.557,1812.826,20.011,4231.444,82.699,23.779,4.397,0.023,0.046,0.132,0.002,0.014,0.02,0.147,0.005,0.757,0.038,0.448,0.053,0.501,0.002,0.002,0.004,0,135556580
Bangladesh,1985,BGD,95959104,91717607424,0.084,10.189,29.572,0.187,1.42,145.746,1842.398,20.198,4250.826,87.534,19.383,4.835,0.02,0.05,0.116,0.002,0.014,0.021,0.146,0.005,0.754,0.039,0.382,0.058,0.497,0.002,0.002,0.004,0,145745730
Bangladesh,1986,BGD,98271752,95757516800,0.099,11.406,32.804,0.282,1.518,157.152,1875.201,20.48,4272.224,92.825,21.398,5.291,0.022,0.055,0.127,0.003,0.015,0.022,0.146,0.005,0.751,0.04,0.418,0.062,0.494,0.002,0.002,0.004,0,157151540
Bangladesh,1987,BGD,100490256,99663036416,0.101,11.8,45.948,0.443,1.619,168.951,1921.149,20.923,4306.373,98.152,34.148,5.327,0.022,0.055,0.174,0.005,0.015,0.023,0.147,0.005,0.75,0.041,0.668,0.062,0.49,0.002,0.002,0.004,0,168951260
Bangladesh,1988,BGD,102688832,1.02E+11,0.098,13.478,56.017,0.381,1.716,182.43,1977.167,21.304,4348.912,104.154,42.539,6.002,0.02,0.061,0.206,0.004,0.015,0.024,0.148,0.005,0.751,0.042,0.841,0.067,0.488,0.002,0.002,0.005,0,182429710
Bangladesh,1989,BGD,104893672,1.05E+11,0.097,13.382,38.188,0.103,1.813,195.812,2015.354,21.407,4373.717,109.921,24.805,5.767,0.02,0.06,0.14,0.001,0.015,0.025,0.148,0.005,0.749,0.042,0.509,0.063,0.484,0.003,0.002,0.005,0,195812080
Bangladesh,1990,BGD,107147656,1.12E+11,0.1,14.082,37.311,1.07,1.913,209.894,2052.666,22.477,4396.946,115.258,23.23,5.337,0.02,0.062,0.135,0.012,0.016,0.026,0.147,0.005,0.747,0.043,0.476,0.058,0.481,0.003,0.002,0.005,0,209893660
Bangladesh,1991,BGD,109242832,1.17E+11,0.079,14.742,11.115,0.341,1.991,224.636,2063.781,22.817,4393.319,120.523,-3.627,5.265,0.015,0.063,0.04,0.004,0.016,0.027,0.145,0.005,0.74,0.043,-0.076,0.054,0.478,0.003,0.002,0.005,0,224635650
Bangladesh,1992,BGD,111272104,1.23E+11,0.075,15.38,14.391,0.322,2.067,240.016,2078.171,23.14,4392.33,125.898,-0.989,5.375,0.014,0.068,0.052,0.004,0.016,0.028,0.144,0.005,0.734,0.044,-0.02,0.058,0.475,0.003,0.002,0.005,0,240015550
Bangladesh,1993,BGD,113418760,1.30E+11,0.073,16.063,17.199,0.121,2.14,256.078,2095.37,23.261,4393.466,131.376,1.136,5.478,0.013,0.07,0.062,0.001,0.015,0.029,0.142,0.005,0.728,0.044,0.023,0.059,0.472,0.003,0.002,0.005,0,256078450
Bangladesh,1994,BGD,115614904,1.37E+11,0.072,17.538,21.349,0.099,2.212,273.616,2116.718,23.36,4397.276,137.269,3.811,5.893,0.012,0.076,0.076,0.001,0.015,0.03,0.141,0.005,0.722,0.045,0.072,0.064,0.47,0.003,0.002,0.005,0,273616480
Bangladesh,1995,BGD,117793336,1.46E+11,0.069,21.042,26.391,1.22,2.281,294.658,2143.11,24.58,4402.625,143.992,5.349,6.723,0.011,0.09,0.092,0.014,0.015,0.032,0.14,0.005,0.717,0.046,0.101,0.072,0.467,0.003,0.002,0.005,0,294658180
Bangladesh,1996,BGD,119876872,1.55E+11,0.154,21.493,29.7,0.678,2.434,316.151,2172.81,25.258,4410.833,151.155,8.207,7.163,0.024,0.089,0.101,0.008,0.016,0.033,0.139,0.005,0.712,0.046,0.155,0.074,0.465,0.003,0.002,0.005,0,316151000
Bangladesh,1997,BGD,122039232,1.65E+11,0.229,23.126,35.474,1.227,2.664,339.277,2208.283,26.485,4423.181,159.563,12.348,8.408,0.035,0.095,0.113,0.014,0.016,0.035,0.139,0.005,0.706,0.048,0.174,0.086,0.463,0.003,0.002,0.005,0,339276860
Bangladesh,1998,BGD,124350472,1.76E+11,0.269,23.198,41.298,0.352,2.933,362.475,2249.581,26.837,4441.281,167.816,18.1,8.253,0.041,0.096,0.139,0.004,0.017,0.036,0.139,0.005,0.703,0.049,0.33,0.083,0.46,0.003,0.002,0.005,0.001,362474660
Bangladesh,1999,BGD,126754824,1.88E+11,0.431,25.075,39.438,0.176,3.363,387.55,2289.019,27.013,4455.644,176.668,14.363,8.852,0.062,0.101,0.13,0.002,0.019,0.038,0.138,0.005,0.699,0.05,0.262,0.088,0.458,0.003,0.002,0.005,0.001,387549660
Bangladesh,2000,BGD,129193336,2.01E+11,0.704,26.525,38.579,1.253,4.068,414.074,2327.598,28.266,4467.698,184.355,12.055,7.687,0.098,0.104,0.126,0.014,0.022,0.04,0.138,0.005,0.695,0.05,0.236,0.075,0.457,0.003,0.002,0.005,0.001,414074270
Bangladesh,2001,BGD,131670488,2.13E+11,0.935,31.035,44.372,1.33,5.003,445.109,2371.97,29.596,4481.035,194.222,13.337,9.867,0.124,0.121,0.146,0.014,0.026,0.042,0.138,0.006,0.692,0.052,0.281,0.095,0.456,0.003,0.002,0.005,0.001,445109200
Bangladesh,2002,BGD,134139824,2.26E+11,0.885,31.981,43.596,1.33,5.888,477.09,2415.566,30.926,4492.65,204.103,11.615,9.881,0.111,0.122,0.139,0.014,0.029,0.043,0.138,0.006,0.689,0.053,0.224,0.095,0.455,0.003,0.002,0.005,0.001,477090430
Bangladesh,2003,BGD,136503216,2.42E+11,0.835,33.459,45.55,1.367,6.723,510.55,2461.117,32.292,4504.741,213.97,12.091,9.867,0.098,0.121,0.137,0.013,0.032,0.045,0.138,0.006,0.685,0.054,0.214,0.092,0.455,0.003,0.002,0.005,0.001,510549700
Bangladesh,2004,BGD,138789728,2.60E+11,0.785,35.945,48.073,1.451,7.508,546.495,2509.19,33.743,4516.869,224.591,12.128,10.621,0.086,0.126,0.141,0.013,0.035,0.047,0.138,0.006,0.681,0.055,0.226,0.096,0.454,0.003,0.002,0.005,0.001,546495100
Bangladesh,2005,BGD,140912592,2.80E+11,0.751,37.677,47.166,1.605,8.259,584.172,2556.356,35.348,4526.359,235.19,9.49,10.599,0.078,0.127,0.137,0.014,0.036,0.049,0.138,0.006,0.677,0.056,0.201,0.095,0.452,0.003,0.002,0.006,0.001,584171700
Bangladesh,2006,BGD,142628832,3.03E+11,0.7,41.689,53.487,1.81,8.959,625.861,2609.844,37.158,4538.157,246.112,11.798,10.922,0.067,0.136,0.15,0.015,0.038,0.052,0.139,0.006,0.674,0.057,0.233,0.097,0.451,0.003,0.002,0.006,0.001,625860860
Bangladesh,2007,BGD,144135936,3.27E+11,0.682,42.642,55.246,2.209,9.641,668.503,2665.09,39.367,4550.761,256.283,12.604,10.171,0.06,0.135,0.154,0.017,0.039,0.054,0.139,0.007,0.672,0.058,0.284,0.09,0.451,0.003,0.002,0.006,0.001,668503000
Bangladesh,2008,BGD,145421328,3.50E+11,0.699,45.301,59.517,2.47,10.34,713.804,2724.607,41.837,4564.978,266.191,14.216,9.907,0.061,0.141,0.162,0.019,0.04,0.056,0.139,0.007,0.669,0.059,0.306,0.088,0.45,0.003,0.002,0.006,0.001,713803900
Bangladesh,2009,BGD,146706816,3.73E+11,0.699,49.148,60.983,3.015,11.039,762.952,2785.59,44.852,4576.812,276.183,11.835,9.992,0.059,0.156,0.167,0.023,0.041,0.058,0.14,0.007,0.666,0.06,0.235,0.091,0.45,0.003,0.002,0.006,0.001,762951940
Bangladesh,2010,BGD,148391136,4.00E+11,0.68,53.992,64.984,3.074,11.719,816.943,2850.573,47.926,4587.804,287.024,10.992,10.841,0.054,0.162,0.17,0.022,0.041,0.061,0.14,0.007,0.663,0.06,0.227,0.095,0.45,0.003,0.002,0.006,0.001,816943500
Bangladesh,2011,BGD,150211008,4.32E+11,0.695,56.556,66.266,2.836,12.414,873.5,2916.839,50.762,4597.514,300.423,9.71,13.399,0.051,0.164,0.168,0.019,0.042,0.063,0.141,0.008,0.659,0.062,0.196,0.118,0.45,0.004,0.002,0.006,0.001,873499840
Bangladesh,2012,BGD,152090656,4.59E+11,0.675,60.708,73.459,3.422,13.089,934.208,2990.298,54.184,4610.265,315.302,12.751,14.88,0.049,0.173,0.184,0.023,0.042,0.066,0.142,0.008,0.657,0.063,0.264,0.129,0.45,0.004,0.002,0.006,0.001,934207700
Bangladesh,2013,BGD,154030144,4.86E+11,0.743,61.799,76.308,3.748,13.831,996.007,3066.606,57.932,4624.774,329.262,14.509,13.959,0.051,0.175,0.191,0.025,0.042,0.069,0.143,0.008,0.655,0.065,0.314,0.12,0.45,0.004,0.002,0.006,0.001,996006660
Bangladesh,2014,BGD,155961312,5.17E+11,0.752,66.009,82.497,3.507,14.584,1062.016,3149.103,61.439,4641.262,345.047,16.488,15.785,0.05,0.186,0.204,0.023,0.043,0.072,0.144,0.009,0.652,0.066,0.335,0.135,0.45,0.004,0.002,0.006,0.001,1062015600
Bangladesh,2015,BGD,157830000,5.52E+11,1.062,73.158,96.021,8.607,15.646,1135.173,3245.124,70.046,4664.125,359.736,22.863,14.689,0.074,0.206,0.235,0.059,0.044,0.075,0.145,0.01,0.651,0.067,0.425,0.123,0.451,0.004,0.002,0.007,0.001,1135173100
Bangladesh,2016,BGD,159784576,5.91E+11,1.107,76.194,96.346,6.075,16.753,1211.367,3341.47,76.12,4684.277,375.172,20.152,15.436,0.074,0.214,0.241,0.042,0.045,0.078,0.147,0.01,0.649,0.069,0.445,0.128,0.452,0.004,0.002,0.007,0.001,1211366800
Bangladesh,2017,BGD,161793968,6.36E+11,1.195,80.731,99.931,7.152,17.948,1292.098,3441.4,83.272,4703.477,393.88,19.199,18.708,0.079,0.224,0.247,0.049,0.047,0.081,0.149,0.011,0.648,0.071,0.443,0.153,0.453,0.004,0.002,0.007,0.001,1292097900
Bangladesh,2018,BGD,163683952,6.87E+11,1.332,82.494,95.171,8.178,19.28,1374.592,3536.571,91.451,4716.154,413.465,12.677,19.585,0.085,0.224,0.232,0.055,0.048,0.084,0.15,0.012,0.646,0.073,0.303,0.16,0.454,0.004,0.002,0.007,0.001,1374591600
Bangladesh,2019,BGD,165516224,,1.474,91.657,111.956,15.004,20.754,1466.249,3648.527,106.454,4736.453,430.245,20.299,16.781,0.091,0.247,0.269,0.102,0.05,0.088,0.152,0.014,0.645,0.074,0.445,0.136,0.456,0.004,0.002,0.007,0.001,1466249000
Bangladesh,2020,BGD,167420944,,1.474,90.825,111.527,16.948,22.228,1557.074,3760.054,123.402,4757.154,446.169,20.702,15.923,0.09,0.258,0.284,0.12,0.051,0.092,0.154,0.016,0.644,0.075,0.51,0.142,0.457,0.004,0.002,0.007,0.001,1557074300
Bangladesh,2021,BGD,169356240,,1.474,93.176,112.668,14.853,23.702,1650.25,3872.723,138.255,4776.646,464.226,19.492,18.057,0.088,0.251,0.274,0.099,0.053,0.095,0.156,0.017,0.643,0.077,0.495,0.153,0.459,0.004,0.002,0.007,0.001,1650250200
Bhutan,1970,BTN,298907,,,0.004,11.765,,,0.004,11.765,,466.061,0.004,11.761,0.004,0,0,0.06,0,0,0,0.001,0,0.094,0,0.256,0,0.022,0,0,0,0,3664
Bhutan,1971,BTN,308850,,,0.004,11.802,,,0.007,23.567,,477.859,0.007,11.798,0.004,0,0,0.059,0,0,0,0.003,0,0.095,0,0.257,0,0.021,0,0,0,0,7328
Bhutan,1972,BTN,319142,,,0.004,11.509,,,0.011,35.075,,489.364,0.011,11.505,0.004,0,0,0.055,0,0,0,0.004,0,0.097,0,0.251,0,0.021,0,0,0,0,10992
Bhutan,1973,BTN,329807,,,0.004,12.535,,,0.015,47.61,,501.895,0.015,12.531,0.004,0,0,0.058,0,0,0,0.005,0,0.098,0,0.282,0,0.021,0,0,0,0,14656
Bhutan,1974,BTN,340846,,,0.004,11.875,,,0.018,59.485,,513.766,0.018,11.871,0.004,0,0,0.056,0,0,0,0.006,0,0.1,0,0.275,0,0.021,0,0,0,0,18320
Bhutan,1975,BTN,352280,,,0.004,13.524,,,0.022,73.009,,527.286,0.022,13.52,0.004,0,0,0.063,0,0,0,0.007,0,0.102,0,0.309,0,0.021,0,0,0,0,21984
Bhutan,1976,BTN,364131,,,0.004,12.571,,,0.026,85.58,,539.854,0.026,12.568,0.004,0,0,0.056,0,0,0,0.008,0,0.103,0,0.292,0,0.021,0,0,0,0,25648
Bhutan,1977,BTN,376398,,,0.007,12.355,,,0.033,97.935,,552.201,0.033,12.348,0.007,0,0,0.054,0,0,0,0.009,0,0.105,0,0.28,0,0.021,0,0,0,0,32976
Bhutan,1978,BTN,389082,,,0.011,13.421,,,0.044,111.356,,565.612,0.044,13.41,0.011,0,0,0.058,0,0,0,0.01,0,0.106,0,0.318,0,0.021,0,0,0,0,43968
Bhutan,1979,BTN,402067,,,0.022,13.542,0.004,,0.066,124.898,0.004,579.132,0.062,13.52,0.018,0,0,0.057,0,0,0,0.011,0,0.108,0,0.333,0,0.021,0,0,0,0,65952
Bhutan,1980,BTN,415266,128669205.8,,0.022,12.956,0.004,,0.088,137.854,0.007,592.066,0.081,12.934,0.018,0,0,0.055,0,0,0,0.012,0,0.11,0,0.317,0,0.021,0,0,0,0,87936
Bhutan,1981,BTN,428649,139174181,,0.026,13.802,0.003,,0.114,151.657,0.011,605.842,0.103,13.777,0.022,0,0,0.059,0,0,0,0.013,0,0.111,0,0.314,0,0.021,0,0,0,0,113584
Bhutan,1982,BTN,442217,141439318.4,,0.033,15.715,0.004,,0.147,167.372,0.014,621.524,0.132,15.682,0.029,0,0,0.067,0,0,0,0.014,0,0.113,0,0.356,0,0.021,0,0,0,0,146560
Bhutan,1983,BTN,456042,156704286.1,,0.029,15.785,0.003,,0.176,183.156,0.017,637.28,0.158,15.755,0.026,0,0,0.066,0,0,0,0.015,0,0.115,0,0.328,0,0.021,0,0,0,0,175872
Bhutan,1984,BTN,470179,160423489.3,,0.051,13.388,0,,0.227,196.544,0.017,650.617,0.21,13.337,0.051,0,0,0.054,0,0,0,0.016,0,0.116,0,0.251,0.001,0.021,0,0,0,0,227168
Bhutan,1985,BTN,484531,163288815.3,,0.062,12.52,0,,0.289,209.064,0.017,663.074,0.272,12.458,0.062,0,0,0.049,0,0,0,0.017,0,0.118,0,0.245,0.001,0.021,0,0,0,0,289456
Bhutan,1986,BTN,499158,191218110.4,,0.055,14.051,0,,0.344,223.116,0.017,677.071,0.327,13.996,0.055,0,0,0.055,0,0,0,0.017,0,0.119,0,0.274,0.001,0.021,0,0,0,0,344416
Bhutan,1987,BTN,514033,242742766.4,,0.103,12.267,0.044,,0.447,235.383,0.061,689.235,0.386,12.164,0.059,0,0,0.046,0.001,0,0,0.018,0,0.12,0,0.238,0.001,0.021,0,0,0,0,447008
Bhutan,1988,BTN,529057,272298060,,0.11,12.091,0.048,,0.557,247.474,0.109,701.216,0.448,11.981,0.062,0,0,0.045,0.001,0,0,0.019,0,0.121,0,0.237,0.001,0.021,0,0,0,0,556928
Bhutan,1989,BTN,544217,264798626.2,,0.062,12.483,0,,0.619,259.957,0.109,713.637,0.51,12.421,0.062,0,0,0.046,0,0,0,0.019,0,0.122,0,0.255,0.001,0.021,0,0,0,0,619216
Bhutan,1990,BTN,558449,287765007.1,,0.128,17.202,0.048,,0.747,277.16,0.157,730.712,0.591,17.074,0.081,,0.001,0.062,0.001,,0,0.02,0,0.124,0,0.35,0.001,0.021,0,0,0,0,747456
Bhutan,1991,BTN,567719,240294282.5,0.047,0.175,15.125,0.048,0.047,0.923,292.284,0.204,745.661,0.671,14.949,0.081,0.009,0.001,0.054,0.001,0,0,0.021,0,0.126,0,0.314,0.001,0.021,0,0,0,0,922907
Bhutan,1992,BTN,545956,240233528.1,0.047,0.205,14.604,0.081,0.094,1.128,306.888,0.285,760.06,0.748,14.4,0.077,0.009,0.001,0.053,0.001,0.001,0,0.021,0,0.127,0,0.294,0.001,0.021,0,0,0,0,1127618
Bhutan,1993,BTN,520840,225973695.3,0.044,0.172,13.912,0.044,0.138,1.3,320.801,0.329,773.8,0.833,13.74,0.084,0.008,0.001,0.05,0.001,0.001,0,0.022,0,0.128,0,0.282,0.001,0.021,0,0,0,0,1299716
Bhutan,1994,BTN,521268,258954703.9,0.049,0.202,17.459,0.063,0.187,1.501,338.26,0.392,791.058,0.922,17.257,0.09,0.008,0.001,0.062,0.001,0.001,0,0.022,0,0.13,0,0.326,0.001,0.021,0,0,0,0,1501300
Bhutan,1995,BTN,527535,290490986.8,0.057,0.236,14.343,0.077,0.244,1.738,352.602,0.469,805.164,1.025,14.106,0.103,0.009,0.001,0.05,0.001,0.002,0,0.023,0,0.131,0,0.267,0.001,0.021,0,0,0,0,1737563
Bhutan,1996,BTN,537500,303408342.8,0.065,0.284,12.412,0.093,0.308,2.021,365.014,0.562,817.292,1.151,12.128,0.126,0.01,0.001,0.042,0.001,0.002,0,0.023,0,0.132,0,0.229,0.001,0.021,0,0,0,0,2021235
Bhutan,1997,BTN,546873,352229078.3,0.065,0.375,11.734,0.189,0.373,2.397,376.748,0.751,828.65,1.273,11.358,0.122,0.01,0.002,0.037,0.002,0.002,0,0.024,0,0.132,0,0.16,0.001,0.021,0,0,0,0,2396658
Bhutan,1998,BTN,557153,363458380.9,0.061,0.368,12.386,0.18,0.434,2.765,389.134,0.93,840.668,1.401,12.018,0.128,0.009,0.002,0.042,0.002,0.003,0,0.024,0,0.133,0,0.219,0.001,0.021,0,0,0,0,2765012
Bhutan,1999,BTN,571002,399311196.4,0.061,0.372,9.642,0.176,0.494,3.137,398.776,1.106,849.938,1.537,9.27,0.136,0.009,0.002,0.032,0.002,0.003,0,0.024,0,0.133,0,0.169,0.001,0.021,0,0,0,0,3136963
Bhutan,2000,BTN,587210,424448931,0.06,0.383,10.532,0.176,0.555,3.52,409.308,1.282,860.087,1.683,10.149,0.147,0.008,0.002,0.034,0.002,0.003,0,0.024,0,0.134,0,0.198,0.001,0.021,0,0,0,0,3519838
Bhutan,2001,BTN,603243,461479580.2,0.064,0.369,10.811,0.145,0.619,3.889,420.119,1.427,870.53,1.843,10.442,0.16,0.009,0.001,0.036,0.002,0.003,0,0.025,0,0.134,0,0.22,0.002,0.021,0,0,0,0,3888851
Bhutan,2002,BTN,619055,520846131.7,0.064,0.401,11.796,0.169,0.683,4.29,431.915,1.596,881.925,2.011,11.395,0.169,0.008,0.002,0.037,0.002,0.003,0,0.025,0,0.135,0.001,0.22,0.002,0.021,0,0,0,0,4289859
Bhutan,2003,BTN,634635,603999372.4,0.064,0.36,15.273,0.11,0.746,4.65,447.188,1.706,896.837,2.198,14.912,0.187,0.007,0.001,0.046,0.001,0.004,0,0.025,0,0.136,0.001,0.264,0.002,0.021,0,0,0,0,4650287
Bhutan,2004,BTN,649995,682577073.5,0.067,0.291,13.335,0.026,0.814,4.941,460.523,1.731,909.881,2.396,13.044,0.198,0.007,0.001,0.039,0,0.004,0,0.025,0,0.137,0.001,0.243,0.002,0.021,0,0,0,0,4941119
Bhutan,2005,BTN,663332,796938572,0.067,0.378,9.758,0.099,0.881,5.32,470.281,1.83,919.261,2.609,9.38,0.213,0.007,0.001,0.028,0.001,0.004,0,0.025,0,0.138,0.001,0.199,0.002,0.021,0,0,0,0,5319594
Bhutan,2006,BTN,673273,874989734.7,0.07,0.374,10.231,0.084,0.951,5.694,480.512,1.914,929.117,2.829,9.856,0.22,0.007,0.001,0.029,0.001,0.004,0,0.026,0,0.138,0.001,0.194,0.002,0.021,0,0,0,0,5693981
Bhutan,2007,BTN,681624,1168307575,0.069,0.373,11.292,0.081,1.02,6.067,491.804,1.995,940.036,3.052,10.919,0.224,0.006,0.001,0.031,0.001,0.004,0,0.026,0,0.139,0.001,0.246,0.002,0.021,0,0,0,0,6067370
Bhutan,2008,BTN,689741,1227809261,0.069,0.401,14.545,0.115,1.089,6.469,506.348,2.11,954.179,3.27,14.143,0.218,0.006,0.001,0.04,0.001,0.004,0.001,0.026,0,0.14,0.001,0.305,0.002,0.021,0,0,0,0,6468852
Bhutan,2009,BTN,697682,1234015142,0.069,0.369,13.01,0.059,1.158,6.838,519.358,2.168,966.82,3.512,12.641,0.242,0.006,0.001,0.036,0,0.004,0.001,0.026,0,0.141,0.001,0.251,0.002,0.021,0,0,0,0,6838004
Bhutan,2010,BTN,705523,1547990907,0.076,0.465,12.483,0.077,1.234,7.303,531.841,2.245,978.838,3.823,12.018,0.311,0.006,0.001,0.033,0.001,0.004,0.001,0.026,0,0.141,0.001,0.248,0.003,0.02,0,0,0,0,7302727
Bhutan,2011,BTN,713338,1777102586,0.206,0.667,12.319,0.095,1.44,7.97,544.16,2.34,990.489,4.19,11.652,0.366,0.015,0.002,0.031,0.001,0.005,0.001,0.026,0,0.142,0.001,0.235,0.003,0.02,0,0,0,0,7970157
Bhutan,2012,BTN,721154,1781280170,0.196,0.773,13.084,0.139,1.636,8.743,557.244,2.479,1002.8,4.628,12.311,0.438,0.014,0.002,0.033,0.001,0.005,0.001,0.026,0,0.143,0.001,0.255,0.004,0.02,0,0,0,0,8742879
Bhutan,2013,BTN,728898,1756214304,0.218,0.853,10.343,0.193,1.854,9.596,567.586,2.672,1012.29,5.069,9.49,0.441,0.015,0.002,0.026,0.001,0.006,0.001,0.026,0,0.143,0.001,0.205,0.004,0.02,0,0,0,0,9595659
Bhutan,2014,BTN,736362,1907090362,0.263,0.948,8.863,0.253,2.118,10.544,576.449,2.925,1020.204,5.501,7.914,0.432,0.018,0.003,0.022,0.002,0.006,0.001,0.026,0,0.143,0.001,0.161,0.004,0.02,0,0,0,0,10544140
Bhutan,2015,BTN,743284,2003596824,0.302,0.965,9.136,0.213,2.419,11.509,585.585,3.138,1028.375,5.952,8.171,0.451,0.021,0.003,0.022,0.001,0.007,0.001,0.026,0,0.143,0.001,0.152,0.004,0.02,0,0,0,0,11509179
Bhutan,2016,BTN,749764,2158971718,0.359,1.153,8.737,0.312,2.778,12.662,594.322,3.45,1035.959,6.433,7.584,0.481,0.024,0.003,0.022,0.002,0.007,0.001,0.026,0,0.144,0.001,0.168,0.004,0.019,0,0,0,0,12661807
Bhutan,2017,BTN,756130,2450366108,0.342,1.239,8.641,0.381,3.12,13.901,602.962,3.831,1043.361,6.95,7.401,0.517,0.023,0.003,0.021,0.003,0.008,0.001,0.026,0.001,0.144,0.001,0.171,0.004,0.019,0,0,0,0,13901030
Bhutan,2018,BTN,762104,2446867582,0.359,1.349,9.117,0.424,3.479,15.25,612.079,4.255,1051.128,7.517,7.768,0.566,0.023,0.004,0.022,0.003,0.009,0.001,0.026,0.001,0.144,0.001,0.186,0.005,0.019,0,0,0,0,15250409
Bhutan,2019,BTN,767467,2535655609,0.454,1.447,8.262,0.421,3.933,16.697,620.341,4.676,1057.943,8.088,6.815,0.572,0.028,0.004,0.02,0.003,0.009,0.001,0.026,0.001,0.144,0.001,0.15,0.005,0.019,0,0,0,0,16697472
Bhutan,2020,BTN,772512,2325185521,0.454,1.5,8.388,0.442,4.387,18.197,628.729,5.119,1064.832,8.691,6.888,0.603,0.028,0.004,0.021,0.003,0.01,0.001,0.026,0.001,0.144,0.001,0.17,0.005,0.019,0,0,0,0,18197164
Bhutan,2021,BTN,777500,2539551327,0.454,1.522,8.117,0.448,4.841,19.719,636.847,5.567,1071.427,9.311,6.595,0.62,0.027,0.004,0.02,0.003,0.011,0.001,0.026,0.001,0.144,0.002,0.167,0.005,0.018,0,0,0,0,19719252
India,1858,IND,241923000,,,0.394,131.895,0.394,,0.394,131.895,0.394,1636.965,,131.501,0,,0.139,4.374,0.139,,0.006,0.514,0.006,6.972,0,4.815,0,5.591,0,0,0.001,0,394488
India,1859,IND,242698983,,,0.636,128.657,0.636,,1.031,260.552,1.031,1764.985,,128.02,0,,0.211,4.202,0.211,,0.015,0.907,0.015,6.726,0,4.637,0,5.53,0.001,0,0.001,0,1030974
